episodes,rewards,steps
0,-65.50420002086722,200
1,-29.26056129256052,200
2,-0.26736005353829384,200
3,-0.8812772794232759,200
4,-1.4965242145298454,200
5,0.38646272251676145,200
6,-0.5982440256022935,200
7,-1.5456643593457529,200
8,0.4827380081417943,200
9,-0.034910798479013815,200
10,-0.7629234503181465,200
11,-1.5501098379330949,200
12,-0.4651082347090371,200
13,-0.43706779396875256,200
14,-1.289968957793749,200
15,-1.5591761039047767,200
16,-1.376694485303048,200
17,-0.8954576541921897,200
18,-1.3318259358169562,200
19,-1.576051955087913,200
20,0.0737606084618422,200
21,-1.0096113925100938,200
22,-1.7514142681380767,200
23,-0.8356443195074831,200
24,-2.248698884654996,200
25,0.07083542395396009,200
26,-3.2287766058662037,200
27,-0.2862348166933494,200
28,-2.6433296973408646,200
29,498.7589178805699,200
30,5.666516733625429,200
31,0.09727858642498732,200
32,0.14076480879329428,200
33,12.80143559601857,200
34,7.232569541133938,200
35,-1.0593258796887786,200
36,17.50749433649699,200
37,411.6190347275611,200
38,28.907079481786255,200
39,482.7399899518264,200
40,461.55697452608285,200
41,184.75730672112073,200
42,292.4708142994884,200
43,525.0339571060052,200
44,241.16638441066553,200
45,375.5318366094468,200
46,593.8104342631066,200
47,435.21043037051834,200
48,273.95010466445297,200
49,367.9144483350598,200
50,135.1704879245436,200
51,393.4855749635496,200
52,448.4230911823288,200
53,424.5934533157304,200
54,487.7756100170323,200
55,307.1701007769707,200
56,523.6079910844162,200
57,342.1749266003123,200
58,686.0921304690511,200
59,589.1221391496307,200
60,437.35636192079994,200
61,805.4153260656799,200
62,552.4175671878979,200
63,638.310785032124,200
64,510.10833557342403,200
65,551.4316054236263,200
66,267.7752710726849,200
67,145.98276648214093,200
68,157.0329958106389,200
69,667.8446298976775,200
70,684.5785585061216,200
71,445.00173549874296,200
72,296.03842416980706,200
73,696.3203767451676,200
74,751.02021983126,200
75,250.21715771582544,200
76,716.8299356101703,200
77,782.4878591131167,200
78,108.89784317699208,200
79,247.28636038092463,200
80,821.067068948857,200
81,497.1053190678467,200
82,640.7895178684169,200
83,738.410138472232,200
84,820.4003469073282,200
85,723.5604765660439,200
86,631.7240286228177,200
87,848.1844122497748,200
88,539.3641716046021,200
89,819.9391314773476,200
90,787.1488667632759,200
91,703.7602843114765,200
92,231.34987448505092,200
93,924.1721755015502,200
94,629.6478703847282,200
95,977.4257721070848,200
96,706.548106280882,200
97,840.0728926019001,200
98,192.9466094964349,200
99,690.5889097111304,200
100,867.7917871767439,200
101,392.8930590453757,200
102,675.2570782028665,200
103,160.99422432335604,200
104,700.1133650141288,200
105,706.4153209673233,200
106,769.7749502420315,200
107,525.8917424227498,200
108,278.143626125111,200
109,226.59480909815932,200
110,874.3687009742682,200
111,763.8317466246384,200
112,276.1487775070312,200
113,840.2877012286443,200
114,690.4708329400682,200
115,809.9315733107916,200
116,555.9185725557064,200
117,636.8594633507598,200
118,704.3737898175747,200
119,355.4706332806658,200
120,95.39299997932329,200
121,906.6403455601898,200
122,328.62322797846605,200
123,778.648234750839,200
124,483.95093808424366,200
125,746.6634305917827,200
126,891.7872989388535,200
127,895.5425572752109,200
128,878.0409822701737,200
129,796.8357667878613,200
130,904.7096678307037,200
131,815.6065161604189,200
132,721.7715485092432,200
133,786.8756415506771,200
134,120.3665375498117,200
135,673.55122396865,200
136,381.3502691606115,200
137,820.592574877775,200
138,867.8999686659074,200
139,463.40333418676016,200
140,923.1318373365837,200
141,833.4558951853254,200
142,782.8743320139853,200
143,370.7912876940292,200
144,744.8482919559359,200
145,635.6471427772317,200
146,896.4241109431921,200
147,913.8030571149802,200
148,740.4665181765549,200
149,548.5459504267086,200
150,497.19335078720536,200
151,894.5936961654281,200
152,509.82800193687484,200
153,879.0156715894701,200
154,593.2355375110819,200
155,923.8296490297442,200
156,711.8587237180483,200
157,728.6876374789525,200
158,970.235762227797,200
159,499.2323144836999,200
160,359.3522067394319,200
161,891.3048335284586,200
162,735.3357804765864,200
163,140.25049323699753,200
164,441.8450955962865,200
165,731.513523743385,200
166,555.7112936655653,200
167,799.4376753015149,200
168,519.6129347395579,200
169,945.9114428426378,200
170,995.3820447950809,200
171,673.7331714322141,200
172,1041.1432855436178,200
173,107.43268826424287,200
174,887.2830780637249,200
175,306.6808371866552,200
176,910.8958357948334,200
177,1007.4497107271409,200
178,321.4151935333907,200
179,84.11270555569212,200
180,116.0321185157826,200
181,868.1239872969998,200
182,414.0534864051139,200
183,937.1297460423128,200
184,528.3818411892769,200
185,957.5798681601085,200
186,640.304481518428,200
187,813.3270396360742,200
188,797.8091931670871,200
189,889.3502435845228,200
190,929.0443360266705,200
191,508.0246449430839,200
192,890.4986999195569,200
193,298.5532173482877,200
194,1050.2348861302505,200
195,1005.188609476192,200
196,984.3049092650349,200
197,1044.2478356613435,200
198,1086.330195012515,200
199,889.7741949476305,200
200,148.97979342617768,200
201,928.6553080239015,200
202,646.7953495829604,200
203,880.301240100732,200
204,836.7767928829462,200
205,587.6563583671032,200
206,235.19207221888422,200
207,923.3441394803533,200
208,528.3432630782302,200
209,276.0180326261483,200
210,913.0247603699684,200
211,791.5974066602415,200
212,684.763712913205,200
213,981.2496348202985,200
214,947.5956715625778,200
215,460.8532189906935,200
216,1017.5703554952784,200
217,945.9205351456238,200
218,927.809813748412,200
219,995.2671162034587,200
220,643.0877539901363,200
221,746.8500292732272,200
222,903.2138422821652,200
223,744.4220916659232,200
224,596.9158944045065,200
225,817.8917553262679,200
226,399.2937162493726,200
227,881.4764017302849,200
228,891.4106982722496,200
229,524.61139973864,200
230,742.6836953632708,200
231,927.733699780975,200
232,1066.7046791506543,200
233,1010.7092610878017,200
234,1022.6249723845834,200
235,1036.6821420988936,200
236,824.1832243788788,200
237,801.2639101129794,200
238,1023.6778397232263,200
239,983.3634916948513,200
240,797.0814222819567,200
241,914.200477439818,200
242,963.0243410241344,200
243,840.6021614194053,200
244,897.9646030072378,200
245,911.776084137776,200
246,866.2810831566851,200
247,899.2849926622487,200
248,869.910203772036,200
249,773.9353308944524,200
250,1007.9382560842963,200
251,1048.5194998180307,200
252,876.5904436444855,200
253,1074.1502181537485,200
254,599.83080792228,200
255,614.4448901043246,200
256,943.0135686719228,200
257,906.1276873743611,200
258,649.2404288384541,200
259,883.022099720549,200
260,886.0694741660866,200
261,572.7606850033208,200
262,922.7107607613488,200
263,1043.682986634718,200
264,1069.0682392867097,200
265,1051.5450799701725,200
266,797.6078638022258,200
267,977.4898995108862,200
268,1138.90532813135,200
269,830.0693697739077,200
270,909.8344841764383,200
271,959.8651358963785,200
272,921.0953897696007,200
273,968.8134284541666,200
